Vigneto_IdVigneto,Codice,NomeVigneto,Infection,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09
18268,BDVCF02,Cf-Fratta1,Oidium,50%,44%,46%,47%,44%,40%,34%
18268,BDVCF02,Cf-Fratta1,Peronospora,50%,56%,54%,53%,56%,60%,66%
18292,RSSSV25,Cha - Agriturismo,Oidium,34%,33%,25%,32%,28%,29%,33%
18292,RSSSV25,Cha - Agriturismo,Peronospora,66%,67%,75%,68%,72%,71%,67%
18303,COMMER03,Mer-Gondolo,Oidium,37%,34%,33%,36%,32%,36%,30%
18303,COMMER03,Mer-Gondolo,Peronospora,63%,66%,67%,64%,68%,64%,70%
18338,COMCABS01,Csv - Gondolo Estirpo 2014,Oidium,19%,28%,26%,12%,13%,27%,28%
18338,COMCABS01,Csv - Gondolo Estirpo 2014,Peronospora,81%,72%,74%,88%,87%,73%,72%
18427,COMCABS03,CabSau - Bosco Gondolo,Oidium,40%,48%,44%,42%,42%,37%,42%
18427,COMCABS03,CabSau - Bosco Gondolo,Peronospora,60%,52%,56%,58%,58%,63%,58%
18445,BDVSV01,Sv-Fratta,Oidium,53%,59%,56%,50%,41%,39%,32%
18445,BDVSV01,Sv-Fratta,Peronospora,47%,41%,44%,50%,59%,61%,68%
18446,BDVREF01,Ref-Fratta,Oidium,54%,56%,52%,53%,52%,40%,41%
18446,BDVREF01,Ref-Fratta,Peronospora,46%,44%,48%,47%,48%,60%,59%
18447,BDVMAL01,Mal-Versa Giovane,Oidium,62%,50%,59%,55%,43%,41%,36%
18447,BDVMAL01,Mal-Versa Giovane,Peronospora,38%,50%,41%,45%,57%,59%,64%
18534,COMCABS04,CabSau - Gondolo,Oidium,37%,30%,37%,36%,37%,30%,35%
18534,COMCABS04,CabSau - Gondolo,Peronospora,63%,70%,63%,64%,63%,70%,65%
18570,,Mal-Versa1,Oidium,32%,33%,35%,35%,38%,35%,36%
18570,,Mal-Versa1,Peronospora,68%,67%,65%,65%,62%,65%,64%
18975,COMREF01,RefDPR-Gondolo,Oidium,26%,26%,38%,44%,44%,30%,33%
18975,COMREF01,RefDPR-Gondolo,Peronospora,74%,74%,62%,56%,56%,70%,67%
19011,COMFRI03,ToFr - SanMauro Estirpo 2015,Oidium,48%,45%,52%,48%,52%,40%,46%
19011,COMFRI03,ToFr - SanMauro Estirpo 2015,Peronospora,52%,55%,48%,52%,48%,60%,54%
19085,COMPING03,Pg - Vecchio SanMauro,Oidium,65%,61%,60%,58%,57%,48%,46%
19085,COMPING03,Pg - Vecchio SanMauro,Peronospora,35%,39%,40%,42%,43%,52%,54%
19260,COMCABS02,Csv-SanMauro,Oidium,25%,27%,35%,35%,31%,26%,24%
19260,COMCABS02,Csv-SanMauro,Peronospora,75%,73%,65%,65%,69%,74%,76%
19261,COMPING02,Pg - 2014 SanMauro,Oidium,32%,31%,42%,42%,35%,27%,28%
19261,COMPING02,Pg - 2014 SanMauro,Peronospora,68%,69%,58%,58%,65%,73%,72%
19287,DANincolto,Rib 2016 - Potocco,Oidium,43%,40%,40%,41%,36%,38%,36%
19287,DANincolto,Rib 2016 - Potocco,Peronospora,57%,60%,60%,59%,64%,62%,64%
19315,DANPG01,Pg-Potocco,Oidium,48%,34%,28%,36%,37%,33%,20%
19315,DANPG01,Pg-Potocco,Peronospora,52%,66%,72%,64%,63%,67%,80%
19316,DANFR01,ToFr-Potocco,Oidium,33%,38%,28%,38%,34%,37%,24%
19316,DANFR01,ToFr-Potocco,Peronospora,67%,62%,72%,62%,66%,63%,76%
19371,DANPB01,Pb-Potocco,Oidium,32%,44%,35%,29%,19%,21%,22%
19371,DANPB01,Pb-Potocco,Peronospora,68%,56%,65%,71%,81%,79%,78%
19376,DANRB02,Rib-Letizie,Oidium,25%,30%,28%,34%,25%,24%,36%
19376,DANRB02,Rib-Letizie,Peronospora,75%,70%,72%,66%,75%,76%,64%
19378,DANSV02,Sv-Letizie,Oidium,27%,29%,49%,40%,29%,24%,28%
19378,DANSV02,Sv-Letizie,Peronospora,73%,71%,51%,60%,71%,76%,72%
19386,DANCH01,Ch-Letizie,Oidium,24%,29%,39%,30%,24%,28%,27%
19386,DANCH01,Ch-Letizie,Peronospora,76%,71%,61%,70%,76%,72%,73%
19388,DANMR09,Mer-Letizie,Oidium,34%,36%,36%,39%,28%,34%,32%
19388,DANMR09,Mer-Letizie,Peronospora,66%,64%,64%,61%,72%,66%,68%
19396,DANCS01,Csv-Letizie,Oidium,35%,30%,45%,36%,25%,24%,26%
19396,DANCS01,Csv-Letizie,Peronospora,65%,70%,55%,64%,75%,76%,74%
19414,DANPG03,Pg-K2,Oidium,34%,34%,34%,39%,35%,39%,48%
19414,DANPG03,Pg-K2,Peronospora,66%,66%,66%,61%,65%,61%,52%
19425,DANCF02,Cf - K2,Oidium,37%,32%,31%,36%,35%,31%,35%
19425,DANCF02,Cf - K2,Peronospora,63%,68%,69%,64%,65%,69%,65%
19438,DANVER03,Ver-Monico1,Oidium,43%,42%,37%,40%,31%,34%,35%
19438,DANVER03,Ver-Monico1,Peronospora,57%,58%,63%,60%,69%,66%,65%
19447,DANPB03,Pb-Monico,Oidium,60%,65%,56%,45%,40%,47%,42%
19447,DANPB03,Pb-Monico,Peronospora,40%,35%,44%,55%,60%,53%,58%
19454,DANMT03,Muller-Monico,Oidium,40%,47%,41%,40%,33%,24%,29%
19454,DANMT03,Muller-Monico,Peronospora,60%,53%,59%,60%,67%,76%,71%
19485,DANMAL02,Mal-Monico,Oidium,47%,46%,47%,45%,37%,24%,30%
19485,DANMAL02,Mal-Monico,Peronospora,53%,54%,53%,55%,63%,76%,70%
19585,DANVER04,Ver+Pic-Monico,Oidium,41%,41%,43%,42%,42%,39%,42%
19585,DANVER04,Ver+Pic-Monico,Peronospora,59%,59%,57%,58%,58%,61%,58%
19623,DANCS03,Cf+Sv-Monico,Oidium,55%,53%,43%,47%,38%,39%,44%
19623,DANCS03,Cf+Sv-Monico,Peronospora,45%,47%,57%,53%,62%,61%,56%
19642,DANVER05,Ver-Monico,Oidium,49%,47%,38%,36%,36%,35%,37%
19642,DANVER05,Ver-Monico,Peronospora,51%,53%,62%,64%,64%,65%,63%
19645,DANMR10,Mer-DietroVilla,Oidium,67%,63%,55%,45%,42%,33%,42%
19645,DANMR10,Mer-DietroVilla,Peronospora,33%,37%,45%,55%,58%,67%,58%
19698,DANSC03,Sch-Vlila,Oidium,18%,27%,41%,30%,13%,19%,31%
19698,DANSC03,Sch-Vlila,Peronospora,82%,73%,59%,70%,87%,81%,69%
19723,DANPN02,Pn-Villa,Oidium,18%,26%,42%,28%,13%,18%,28%
19723,DANPN02,Pn-Villa,Peronospora,82%,74%,58%,72%,87%,82%,72%
19731,DANMR01,Mer - Sottomonte EST,Oidium,21%,27%,43%,31%,16%,19%,32%
19731,DANMR01,Mer - Sottomonte EST,Peronospora,79%,73%,57%,69%,84%,81%,68%
100002,DANMR01,Mer - Sottomonte OVEST,Oidium,14%,26%,35%,27%,18%,27%,30%
100002,DANMR01,Mer - Sottomonte OVEST,Peronospora,86%,74%,65%,73%,82%,73%,70%
100017,DANCS04,Csv-Sottomonte,Oidium,41%,41%,38%,40%,45%,42%,42%
100017,DANCS04,Csv-Sottomonte,Peronospora,59%,59%,62%,60%,55%,58%,58%
100022,DANFR08,ToFr - 7,Oidium,13%,27%,30%,27%,21%,34%,32%
100022,DANFR08,ToFr - 7,Peronospora,87%,73%,70%,73%,79%,66%,68%
100024,DANFR07,ToFr - 4,Oidium,13%,15%,26%,20%,16%,27%,35%
100024,DANFR07,ToFr - 4,Peronospora,87%,85%,74%,80%,84%,73%,65%
100122,DANVER01,Verd-Clama,Oidium,21%,26%,42%,38%,31%,34%,36%
100122,DANVER01,Verd-Clama,Peronospora,79%,74%,58%,62%,69%,66%,64%
100237,DANSC04,Sch-Clama,Oidium,45%,42%,47%,35%,36%,40%,47%
100237,DANSC04,Sch-Clama,Peronospora,55%,58%,53%,65%,64%,60%,53%
100255,DANMR07,Mer-Clama,Oidium,39%,39%,34%,30%,30%,32%,42%
100255,DANMR07,Mer-Clama,Peronospora,61%,61%,66%,70%,70%,68%,58%
100258,DANFR09,ToFr-Clama,Oidium,38%,36%,31%,36%,33%,35%,44%
100258,DANFR09,ToFr-Clama,Peronospora,62%,64%,69%,64%,67%,65%,56%
100265,DANRB05,Rib-Clama,Oidium,43%,44%,41%,49%,41%,43%,47%
100265,DANRB05,Rib-Clama,Peronospora,57%,56%,59%,51%,59%,57%,53%
100270,DANSTO,Merlot storico -Clama,Oidium,47%,48%,42%,48%,48%,44%,47%
100270,DANSTO,Merlot storico -Clama,Peronospora,53%,52%,58%,52%,52%,56%,53%
100278,DANMR05,Mer-Macoring,Oidium,46%,34%,36%,37%,30%,31%,35%
100278,DANMR05,Mer-Macoring,Peronospora,54%,66%,64%,63%,70%,69%,65%
100280,DANMR06,Mer-ExGDC,Oidium,43%,46%,44%,37%,32%,36%,49%
100280,DANMR06,Mer-ExGDC,Peronospora,57%,54%,56%,63%,68%,64%,51%
100293,DANRF05,Ref-TesaGiovane,Oidium,42%,43%,43%,40%,40%,34%,42%
100293,DANRF05,Ref-TesaGiovane,Peronospora,58%,57%,57%,60%,60%,66%,58%
100300,DANRF06,Ref-TesaVecchio,Oidium,42%,42%,43%,43%,37%,36%,42%
100300,DANRF06,Ref-TesaVecchio,Peronospora,58%,58%,57%,57%,63%,64%,58%
100335,DANRF07,Ref-Azienda,Oidium,32%,34%,25%,29%,28%,20%,31%
100335,DANRF07,Ref-Azienda,Peronospora,68%,66%,75%,71%,72%,80%,69%
100372,DANMR08,Mer-7,Oidium,36%,44%,37%,33%,33%,35%,33%
100372,DANMR08,Mer-7,Peronospora,64%,56%,63%,67%,67%,65%,67%
100394,DANPB04,Pb-7,Oidium,32%,34%,25%,29%,28%,20%,31%
100394,DANPB04,Pb-7,Peronospora,68%,66%,75%,71%,72%,80%,69%
100435,ERMSV02,Sv-Barazut,Oidium,38%,42%,41%,38%,46%,31%,33%
100435,ERMSV02,Sv-Barazut,Peronospora,62%,58%,59%,62%,54%,69%,67%
100443,ERMSV03,Sv - Buttrio EO,Oidium,37%,39%,27%,26%,28%,29%,27%
100443,ERMSV03,Sv - Buttrio EO,Peronospora,63%,61%,73%,74%,72%,71%,73%
100564,ERMSV01,Sv-Bersane,Oidium,24%,21%,28%,38%,40%,22%,30%
100564,ERMSV01,Sv-Bersane,Peronospora,76%,79%,72%,62%,60%,78%,70%
100632,ERMSV09,Sv-Rocca,Oidium,45%,42%,50%,47%,50%,38%,46%
100632,ERMSV09,Sv-Rocca,Peronospora,55%,58%,50%,53%,50%,62%,54%
100669,ERMSV06,Sv-Cantina,Oidium,29%,44%,46%,35%,26%,21%,26%
100669,ERMSV06,Sv-Cantina,Peronospora,71%,56%,54%,65%,74%,79%,74%
